event,rate,apt_reserve,usdc_reserve,version
swap,4.8948910458157915,51229776275347,2510151883577,27536736
swap,4.894815769744827,51230170395458,2510132591976,27536777
swap,4.8917564936100275,51246195429832,2509348441108,27536782
swap,4.891132511023888,51249465808378,2509188472352,27536808
swap,4.890352314110675,51253555808378,2508988440980,27536829
swap,4.890292636055164,51253868696949,2508973139720,27536846
swap,4.887141222417143,51270399516449,2508164994661,27536912
swap,4.891037035439192,51249986690016,2509164994661,27536939
swap,4.888208778997337,51264818262394,2508439786626,27536988
swap,4.886080791665449,51275986065391,2507893999878,27537032
swap,4.885301803623214,51280076065391,2507694175097,27537037
swap,4.887952821927935,51266175065740,2508374825646,27537047
swap,4.885494752546249,51279076829676,2507744352020,27537054
swap,4.884637839953486,51283576829676,2507524524028,27537070
swap,4.883076934467207,51291776829676,2507124047696,27537093
swap,4.8788217000731775,51314151097150,2506031970907,27537098
swap,4.876921655809504,51324151097150,2505544183701,27537140
swap,4.874782446659099,51335416827509,2504994883310,27537203
swap,4.874004261765927,51339516827509,2504795033176,27537216
swap,4.876569847644874,51326016827518,2505454515123,27537254
swap,4.879978845393243,51308095302081,2506330527243,27537266
swap,4.87595063884101,51329295302081,2505296398593,27537338
swap,4.878226557899611,51317326145277,2505881314137,27537358
swap,4.879082772536643,51312825443372,2506101327637,27537373
swap,4.878877039301517,51313907856725,2506048516907,27537388
swap,4.880819759428385,51303699672034,2506547658569,27537577
swap,4.879964077647821,51308199672034,2506328040924,27537776
swap,4.877845136645472,51319348203967,2505784114640,27537811
swap,4.87706621905731,51323448203967,2505584138950,27537812
swap,4.8750447569792055,51334093187918,2505065083584,27537874
swap,4.874266510147093,51338193187918,2504865222696,27537875
swap,4.8737004955256245,51341175712218,2504719854950,27537896
swap,4.871544154048924,51352542973907,2504165971172,27537941
swap,4.87084377310115,51356236691376,2503986043024,27537970
swap,4.868043296565811,51371014003863,2503266470063,27538013
swap,4.867264832054719,51375124003863,2503066409474,27538029
swap,4.8653738088837635,51385112003863,2502580361463,27538094
swap,4.86459598469598,51389222003863,2502380410577,27538099
swap,4.863931367014751,51392734605234,2502209548379,27538116
swap,4.861784353185482,51404086808122,2501657506842,27538135
swap,4.861005499518464,51408206808122,2501457217364,27538138
swap,4.856583980686972,51431614652622,2500319878106,27538170
swap,4.855028959027347,51439854652622,2499919759626,27538175
swap,4.857479699389283,51426883051675,2500550955219,27538297
swap,4.861618801942672,51404997336609,2501616632287,27538314
swap,4.865011112452771,51387081149104,2502489697967,27538330
swap,4.866906932192163,51377076704476,2502977485173,27538340
swap,4.864542979265019,51389564926840,2502369842566,27538428
swap,4.862651275143476,51399564926840,2501883482816,27538515
swap,4.861874104771953,51403674926840,2501683643813,27538518
swap,4.862726205905033,51399173219749,2501902968744,27538558
swap,4.862768307215313,51398950826396,2501913804832,27538613
swap,4.865911830284397,51382353826407,2502722756274,27538684
swap,4.86428951005913,51390925826407,2502305719816,27538832
swap,4.863511947181489,51395035826407,2502105813489,27538837
swap,4.8654060471947,51385035826410,2502593233685,27539027
swap,4.86625884222122,51380535356543,2502812657626,27539042
swap,4.868003833081043,51371330171402,2503261583432,27539103
swap,4.868857485493408,51366828782136,2503481169389,27539125
swap,4.867443724639787,51374291782136,2503117859287,27539232
swap,4.86534323336926,51385385920674,2502577974807,27539249
swap,4.863785897754558,51393615920674,2502177621117,27539259
swap,4.8614425152471235,51406007369363,2501575072718,27539285
swap,4.8606637454351835,51410127369363,2501374797322,27539290
swap,4.856885967351829,51430127369363,2500403042236,27539313
swap,4.855330804040349,51438367369363,2500002898879,27539325
swap,4.852841126318849,51451567120712,2499362171541,27539349
swap,4.8512922399008,51459784120712,2498963477195,27539375
swap,4.84973787907288,51468034120712,2498563309676,27539428
swap,4.845258908153954,51491829120712,2497409847290,27539440
swap,4.8453179384085505,51491515615537,2497425067946,27539450
swap,4.844471578639261,51496015615537,2497207047674,27539757
swap,4.8436950036261806,51500145615537,2497006987027,27539766
swap,4.841987482639252,51509230089153,2496567040361,27539895
swap,4.839687524454429,51521474088410,2495974328200,27539944
swap,4.838912099638476,51525604088410,2495774465111,27539953
swap,4.8389027130723425,51525654088410,2495772045658,27539957
swap,4.836103555708175,51540571023952,2495050438360,27539966
swap,4.836496266352256,51538479549516,2495151790938,27540004
swap,4.836027322903325,51540979549516,2495030884391,27540033
swap,4.833869832108898,51552486107298,2494474548191,27540043
swap,4.828233504924819,51582582750524,2493020563630,27540059
swap,4.828332127030488,51582056205962,2493046037613,27540075
swap,4.829346178604442,51576643108174,2493307950948,27540097
swap,4.829400195925118,51576354806725,2493321901989,27540310
swap,4.827289441292955,51587635214412,2492777244963,27540376
swap,4.826515124634054,51591775214412,2492577411202,27540385
swap,4.8241876859878525,51604225214412,2491976654898,27540424
swap,4.824189486980557,51604215586645,2491977120290,27540583
swap,4.821112935730569,51620686586645,2491182781323,27540655
swap,4.820338238371397,51624836586645,2490982721204,27540664
swap,4.820612541041068,51623368521335,2491053630678,27540745
swap,4.818746408153145,51633368521335,2490571662693,27540755
add_liquidity,4.818746408155011,51633418623729,2490574079418,27540775
swap,4.816691026709582,51644439481722,2490043125436,27540841
swap,4.815917395837983,51648589481722,2489843248804,27540851
swap,4.815971184639413,51648301197841,2489857160204,27540857
swap,4.818180074929499,51636466703995,2490428378508,27541051
swap,4.81631535667645,51646466703995,2489946653699,27541117
swap,4.815541816504512,51650616703995,2489746792656,27541122
swap,4.815771534750798,51649385406470,2489806206485,27541227
swap,4.813908214684412,51659385406470,2489324722460,27541241
swap,4.813133392112501,51663545406470,2489124479988,27541330
swap,4.813463809298757,51661773057331,2489209959316,27541332
swap,4.811490994783602,51672368487166,2488700056608,27541337
swap,4.811549413981081,51672054954339,2488715172520,27541354
swap,4.8116673854765075,51671421824797,2488745697253,27541444
swap,4.8139908450838975,51658957021265,2489346808478,27541513
swap,4.815961785914357,51648390467496,2489856604559,27541518
swap,4.823579323589501,51607612421815,2491825948125,27541533
swap,4.824421230393754,51603111471403,2492043508879,27541541
swap,4.823645737433549,51607261471403,2491843311483,27541604
swap,4.8214616308034115,51618954956517,2491279386837,27541607
swap,4.817273326769765,51641400956517,2490197631480,27541785
swap,4.81529962206339,51651988606793,2489687699871,27541789
swap,4.812978435443827,51664448606793,2489087858094,27541794
swap,4.812203838434331,51668608606793,2488887654296,27541840
swap,4.809834607530325,51681338880674,2488275198316,27541904
swap,4.805733114540967,51703399142044,2487214588501,27541918
swap,4.805811211999981,51702979244095,2487234808259,27541937
swap,4.803692905678095,51714383538787,2486686860128,27541971
swap,4.802920549484403,51718543538787,2486487042561,27541987
swap,4.8006332408832,51730869136971,2485895194782,27542049
swap,4.7998597679555015,51735039136971,2485695024496,27542050
swap,4.794830983628132,51762175264318,2484393210584,27542087
swap,4.795159976618292,51760400436555,2484478483955,27542101
swap,4.79518626887501,51760258604858,2484485298653,27542121
swap,4.795220070750777,51760076264772,2484494059744,27542146
swap,4.7970743999395715,51750076264779,2484974635082,27542164
swap,4.800006464604408,51734276092823,2485734331203,27542167
swap,4.80279011210984,51719289092832,2486455357962,27542319
swap,4.802823985247125,51719106802029,2486464130574,27542342
swap,4.805139675368626,51706649312742,2487063784715,27542701
swap,4.80776526246709,51692535588455,2487743512823,27542713
swap,4.815482119942345,51651120794670,2489740226844,27542737
swap,4.816322308296407,51646617685046,2489957526572,27542753
swap,4.814691532907892,51655367885487,2489536160035,27542925
swap,4.813918386768901,51659517885487,2489336366372,27542931
swap,4.8131435645449,51663677885487,2489136123476,27543078
swap,4.812305626145467,51668177885487,2488919550861,27543097
swap,4.810444324142499,51678177885487,2488438413326,27543284
swap,4.809670340623452,51682337885487,2488238314934,27543515
swap,4.807661074571526,51693141960500,2487718783041,27543526
swap,4.805921274514692,51702502556999,2487268838682,27543532
swap,4.804134026379995,51712123732182,2486806538520,27543849
swap,4.803361565511285,51716283732182,2486606702605,27543850
swap,4.801293283382171,51727427172631,2486071558064,27543924
swap,4.799293611594749,51738207805396,2485554056014,27544201
swap,4.7985204641745085,51742377805396,2485353941584,27544205
swap,4.794696618152345,51763016693131,2484363974814,27544211
swap,4.794754733176037,51762703151212,2484379038401,27544298
swap,4.794791847629514,51762502914459,2484388658530,27544337
swap,4.796256664448825,51754601914480,2484768311794,27544652
swap,4.798609755428087,51741917271237,2485378067891,27544665
swap,4.800948724129614,51729317997472,2485984016417,27544725
swap,4.80178496664507,51724815661378,2486200623076,27544741
swap,4.802621299322471,51720314015831,2486417234235,27544927
swap,4.804479595080258,51710315757079,2486898467568,27544939
swap,4.806448578568794,51699728287227,2487408263649,27544942
swap,4.806541461030307,51699229007332,2487432309580,27544951
swap,4.809031370936382,51685850148680,2488076824810,27545036
swap,4.809869551394424,51681348749455,2488293751001,27545048
swap,4.813063296134173,51664207704371,2489120138396,27545069
swap,4.813081870146387,51664108066288,2489124943655,27545208
swap,4.813921307985697,51659605603435,2489342103869,27545270
swap,4.815786490537346,51649605603442,2489824553620,27545331
swap,4.8156932989510155,51650105603442,2489800474921,27545712
swap,4.815786363709967,51649606783219,2489824544921,27545853
swap,4.818180167455156,51636781137879,2490443591489,27546613
swap,4.820806048981785,51622723040873,2491122477481,27546633
swap,4.824398786708609,51603507311360,2492051031660,27546667
swap,4.824067863850853,51605278122874,2491965603580,27546687
swap,4.8264936842201855,51592314441511,2492592390453,27546711
swap,4.828553473316914,51581314514987,2493124478074,27546809
swap,4.830682213904744,51569953757922,2493674258161,27546832
swap,4.8325571453350555,51559953757927,2494158387848,27547045
swap,4.836752239694269,51537600161781,2495241271381,27547057
swap,4.83652158591383,51538829676324,2495181804227,27547162
swap,4.838927119304091,51526023968361,2495802549854,27547349
swap,4.83892336469285,51526043968361,2495801582069,27547374
swap,4.843217096306531,51503210239710,2496909192669,27547464
swap,4.842908926089254,51504849692668,2496829792928,27547567
swap,4.841168863350967,51514109692668,2496381420094,27547631
swap,4.840393090317612,51518239692668,2496181495833,27547632
swap,4.840282019471577,51518831084263,2496152870484,27547662
swap,4.838404471292767,51528831084263,2495668936122,27547984
swap,4.837629362717295,51532961084263,2495469126016,27547989
swap,4.835138417585743,51546240275644,2494826893282,27548052
swap,4.834362219156791,51550380275644,2494626734612,27548060
swap,4.832238157289219,51561714457969,2494078919510,27548102
swap,4.831462657223718,51565854457969,2493878880896,27548110
swap,4.827836733453552,51585224653222,2492943368211,27548181
swap,4.827060422418562,51589374653222,2492743029088,27548221
