pool_name,x_reserve,y_reserve
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xc5201174e945454b7e0bc48d7a2a87eeb5d3cc7e63e4c08c1de33f16243202c0::RugIsDog::RugIsDog>",40008,11042308303920
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xc6e044cb1e8e073ee097028ac8ab1801990f86a93d0f0f0390ab2a4fca099ed6::DogeBtoken::DogeB>",1855,1349592210
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xc81caa7cd37c4adf61764b3e47dfa8d9a94fbeb96ca9e5fbf88befde4cff3c12::Apsocoin::Apsocoin>",81189235474,8546576596603436
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xca04052810dec6ba7a2c5cedfd0df75750eed53f9905cdc80df697f66ccfc6bc::PRT__LMQHHQ::protonytvd>",1618699,121733150039
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xca04052810dec6ba7a2c5cedfd0df75750eed53f9905cdc80df697f66ccfc6bc::PRT__XXJORL::protongckb>",40004,3806830466
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xcc364e07ab306a1c3b05ece856de15a7b42a35332e5f418302aa54ce751dc8d0::MLGB_coin::MLGBCoin>",40654,97436
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xcd7a25752336e68b0323f402245c26b05380229d8f6d14c11f52cd36b39f0104::Halloweem::HALLO>",10,100000
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd11107bdf0d6d7040c6c0bfbdecb6545191fdf13e8d8d259952f53e1713f61b5::staked_coin::StakedAptos>",18659793140,18385634963
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd1e924727c442755cc958fabb4222e2d035126135a8d607425d7fcc807053a01::SinkInu::Sink_Inu>",13547801,1966744787
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd2bb89146d8bed83c392bde1decbbe9132b9b9fbe199b51c0b74bf3cfdbb2bea::KIBBYaptos::KIBBY>",154557,85871715395
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd5f130b5739cb61c0b2c7c473f942dfacdd2ee10f8a2c95cb07ce8c59799e75b::N23::N23>",281449,742318904672339
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd5f130b5739cb61c0b2c7c473f942dfacdd2ee10f8a2c95cb07ce8c59799e75b::CHAK::CHAK>",584197,1345469693502077
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd5f130b5739cb61c0b2c7c473f942dfacdd2ee10f8a2c95cb07ce8c59799e75b::HYPER::HYPER>",53095,291153151664467
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd5f130b5739cb61c0b2c7c473f942dfacdd2ee10f8a2c95cb07ce8c59799e75b::MONEY::MONEY>",103564,477715987782410
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd5f130b5739cb61c0b2c7c473f942dfacdd2ee10f8a2c95cb07ce8c59799e75b::BullBack::BullBack>",81466,303316581798966
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd5f130b5739cb61c0b2c7c473f942dfacdd2ee10f8a2c95cb07ce8c59799e75b::GoldCake::GoldCake>",230293,1522352105091914
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd5f130b5739cb61c0b2c7c473f942dfacdd2ee10f8a2c95cb07ce8c59799e75b::SuperKing::SuperKing>",117610,757947259831295
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd80a283ef84facdaf6038b5bf0343d26b1621eaa5fe0d09bebed002e497f5adf::CakeKing_coin::CakeKingCoin>",818946,25884009922
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xd95d3ad415e483ff5967f2bcdcc949f497baf7dbb0aa5fd6491b09ccdc7c6537::Pancake_coin::PancakeCoin>",1488125,3842009055
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xda8512e92b809b5f28bc71fa50dff8aa618a8cc82a89d05ae7d31420e9d28f48::TrueCoin::True>",5,200000
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xdc363e24e0d465bbfa4906b72526362cc2025f19091b9610544bbe7b08ab0021::arc_coin::ARC_Coin>",4036065,146323157835
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xdcb7085215674a33f878d7d3116f16e3a5822d6eb5e5c051fd50807d14371b05::gala::Gala>",128425,1207
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xdd01c567ac7432b8ba446a5ec7f626a026f59176f26905e67684c2263544dcab::aptoburn::Aptoburn>",132190,96952858
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xe13792a7572b174ee3ba38700b97bf570d28edb3e490f57d07da9e080276bc6e::Coin::CakeAPT>",405,21248714
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xe13792a7572b174ee3ba38700b97bf570d28edb3e490f57d07da9e080276bc6e::AptosCakeCoin::AptosCake>",2548733,701973768864
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xe4e1d5d00f49155ed386d6c17cb5bb12af4caa21efdaecdff60b5b483a55ff5e::PRT__CIHMIT::protonlkow>",203000000,14778871141
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xe9569ce0dd438369b0ea9183181f2f4932928d6f6882b0aff4537c4ebdec2ffa::polydoge::POLY>",568826,1391400193641
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xe9d1d57bfcb861a565a7b067b9877f70eb539aecb447bc12eb2bf2f3765e3369::ALON::ALON>",261236,78482475499298
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xeae789ac856645db3dbf5d6210a3d3544b222970a802a99ee9ee904f6e5dc0ee::AptosLaunch::ALT>",1,9692234
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xeb6e0dc914379f3503242cedf226aa68f7765295750da7dcd61c88e7fd662438::coin::NeverRug>",14566280,3205954699
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xef158aae4b28aa5654b4b2d43c6c2650bfb3b877be7647f3b6838f036b2ad14f::Fuckmojito::Fuckmojito>",40020,165407270
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xf142a16c81233a7454c3511db4fc9c28cdc89c0d51a075a726069366ef21401a::Tomb_Token::TombToken>",890,3707
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xf142a16c81233a7454c3511db4fc9c28cdc89c0d51a075a726069366ef21401a::TShare_Token::TShareToken>",1175,1957
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xf18f6dda47cf227dc6882d0ac80bedc557eeb4eb02b7557c5082a6c2b2892b70::aptos_Moon_coin::AptosMoonCoin>",14111,1401217
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC>",11503389547618,719052089366
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDT>",517644570,32154204
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::WETH>",294318189,12972
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xf3766f4fecd8bd301718d267b7686e682a2007bbbe05915fa353b5e5cff400cd::proton_ca3::PROTON_235>",377080,63907862916940
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xf3766f4fecd8bd301718d267b7686e682a2007bbbe05915fa353b5e5cff400cd::proton_ddd::PROTON_BC2>",113850,3747089499308
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xf3c98692e19d4a4466b6e9ecebda18a2f399477bd04a7d43871b75de4773ef85::pancake::Cake>",1444246,104152579169862
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1::aptos_coin::AptosCoin, 0xfea889e6f90be7ee67bbcd25dc81b904e6458a2f86e04a3e6b5e3141cfdb1b65::PRT__YGBFWJ::protontkej>",108508596,921773684
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x11fe02cb3ecaced2b82b58f1971f7db1182764b378fce66d2c3db35cbaa4c17::BabyMOJO_coin::BabyMOJOCoin, 0x1::aptos_coin::AptosCoin>",8771583179,40010
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x14928908534375c22c5d8bbc6e76aea69f6f93512d8b151479bf9bcffd31527::moon_coin::MoonCoin, 0x1::aptos_coin::AptosCoin>",1100678222010,40008
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x8c805723ebc0a7fc5b7d3e7b75d567918e806b3461cb9fa21941a9edc0220bf::token::Bun, 0x8d87a65ba30e09357fa2edea2c80dbac296e5dec2b18287113500b902942929d::celer_coin_manager::BusdCoin>",500004502,5000056
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x8c805723ebc0a7fc5b7d3e7b75d567918e806b3461cb9fa21941a9edc0220bf::token::Bun, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC>",405000000,5
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x8c805723ebc0a7fc5b7d3e7b75d567918e806b3461cb9fa21941a9edc0220bf::token::Bun, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDT>",12519862,125254
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x1000000fa32d122c18a6a31c009ce5e71674f22d06a581bb0a15575e6addadcc::usda::USDA, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC>",16197,15534
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x133b41bc401246382eec74a3be48fb163db9a37ece2d661dd7033180f4f82bd1::Trust_coin::TrustCoin, 0x1::aptos_coin::AptosCoin>",5567840842,40007
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x13a374c0f8528a9b75132c49dde1beaaf9b06dbf3d474b6fdb6adace21dcc975::BabyASquid_coin::BabyASquidCoin, 0x1::aptos_coin::AptosCoin>",6147763388,40007
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x13f965a75b52be3a284d3d4b63a9410854feec45da9d90fd6d42b5253b711d33::pumpkin::Pumpkin, 0x1::aptos_coin::AptosCoin>",1085483,1105954
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x170eaf5dcc83384d448acf9bdc6e0f2b864352eab00e0596f433086c03f5cb15::PRT__EPKCWF::protonkksm, 0x1::aptos_coin::AptosCoin>",112187762471,113559
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x170eaf5dcc83384d448acf9bdc6e0f2b864352eab00e0596f433086c03f5cb15::PRT__FHDMSX::protonsolp, 0x1::aptos_coin::AptosCoin>",394448914879,92098
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x170eaf5dcc83384d448acf9bdc6e0f2b864352eab00e0596f433086c03f5cb15::PRT__FUTGHR::protonijcq, 0x1::aptos_coin::AptosCoin>",414856168912,927889
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x170eaf5dcc83384d448acf9bdc6e0f2b864352eab00e0596f433086c03f5cb15::PRT__NDUXAY::protonrump, 0x1::aptos_coin::AptosCoin>",3913797983,1665457
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x170eaf5dcc83384d448acf9bdc6e0f2b864352eab00e0596f433086c03f5cb15::PRT__OPPOBY::protonlbpk, 0x1::aptos_coin::AptosCoin>",1354705221681,862202
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x170eaf5dcc83384d448acf9bdc6e0f2b864352eab00e0596f433086c03f5cb15::PRT__PKNMPO::protonxzhv, 0x1::aptos_coin::AptosCoin>",29698347972957,559194
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x170eaf5dcc83384d448acf9bdc6e0f2b864352eab00e0596f433086c03f5cb15::PRT__YVSPOW::protonblys, 0x1::aptos_coin::AptosCoin>",30960,141754
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x18ecaa868007ff513049765e98146b359e740919f217fd979559a05cfb2b6109::KO::KO, 0x1::aptos_coin::AptosCoin>",17644111481506,86679
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x75fc42644ddebb6b454dbe0b29674b042dd8b682916ed9bc221b5fb63ae77608::PRT__MEJTPJ::protonxvpu, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC>",95916587867,2968657
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x881ac202b1f1e6ad4efcff7a1d0579411533f2502417a19211cfc49751ddb5f4::coin::MOJO, 0x8c805723ebc0a7fc5b7d3e7b75d567918e806b3461cb9fa21941a9edc0220bf::token::Bun>",1000,1000
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x881ac202b1f1e6ad4efcff7a1d0579411533f2502417a19211cfc49751ddb5f4::coin::MOJO, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC>",128936,27
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x8d87a65ba30e09357fa2edea2c80dbac296e5dec2b18287113500b902942929d::celer_coin_manager::BnbCoin, 0x8d87a65ba30e09357fa2edea2c80dbac296e5dec2b18287113500b902942929d::celer_coin_manager::UsdcCoin>",148431858298,498221620367
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x8d87a65ba30e09357fa2edea2c80dbac296e5dec2b18287113500b902942929d::celer_coin_manager::BusdCoin, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC>",11638016150,115707271
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x8d87a65ba30e09357fa2edea2c80dbac296e5dec2b18287113500b902942929d::celer_coin_manager::UsdcCoin, 0x8d87a65ba30e09357fa2edea2c80dbac296e5dec2b18287113500b902942929d::celer_coin_manager::UsdtCoin>",500109881749,499894853569
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0x8d87a65ba30e09357fa2edea2c80dbac296e5dec2b18287113500b902942929d::celer_coin_manager::UsdcCoin, 0x8d87a65ba30e09357fa2edea2c80dbac296e5dec2b18287113500b902942929d::celer_coin_manager::WethCoin>",535930352702,35017860813
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0xd11107bdf0d6d7040c6c0bfbdecb6545191fdf13e8d8d259952f53e1713f61b5::staked_coin::StakedAptos, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC>",154987311717,9692966383
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0xdc363e24e0d465bbfa4906b72526362cc2025f19091b9610544bbe7b08ab0021::arc_coin::ARC_Coin, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC>",167398,28
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDT>",505583987781,508374576960
"0xc7efb4076dbe143cbcd98cfaaa929ecfc8f299203dfff63b95ccb6bfe19850fa::swap::TokenPairReserve<0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC, 0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::WETH>",1446735543525,978753901
